timestamp,mac,rssi,origem
2025-04-05 15:31:22.176000,4A:E9:21:8B:E1:CE,-64.1,-64.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.412000,52:9F:14:D9:81:25,-70.8,-70.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.415000,30:cc:21:14:be:83,-73.8,-73.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.418000,22:55:7E:84:10:17,-51.5,-51.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.421000,50:8a:06:fc:81:4d,-59.6,-59.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.424000,56:4b:54:3b:84:8f,-55.2,-55.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.427000,52:9F:14:D9:81:25,-22.8,-22.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.430000,50:8a:06:fc:81:4d,-37.3,-37.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.433000,56:4b:54:3b:84:8f,0.6,0.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.436000,4A:E9:21:8B:E1:CE,-67.5,-67.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.439000,4A:E9:21:8B:E1:CE,-56.1,-56.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.442000,30:cc:21:14:be:83,-56.7,-56.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.445000,50:8a:06:fc:81:4d,-57.7,-57.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.448000,52:9F:14:D9:81:25,-71.7,-71.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.451000,22:55:7E:84:10:17,-70.7,-70.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.454000,22:55:7E:84:10:17,-23.7,-23.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.457000,50:8a:06:fc:81:4d,-47.7,-47.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.460000,56:4b:54:3b:84:8f,-24.3,-24.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.463000,50:8a:06:fc:81:4d,-69.0,-69.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.466000,52:9F:14:D9:81:25,-72.4,-72.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.469000,50:8a:06:fc:81:4d,-47.2,-47.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.472000,56:4b:54:3b:84:8f,-57.9,-57.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.475000,22:55:7E:84:10:17,-25.0,-25.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.478000,52:9F:14:D9:81:25,-64.0,-64.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.481000,52:9F:14:D9:81:25,-51.7,-51.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.484000,52:9F:14:D9:81:25,-56.4,-56.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.487000,30:cc:21:14:be:83,-67.9,-67.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.490000,56:4b:54:3b:84:8f,-50.8,-50.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.493000,52:9F:14:D9:81:25,-63.0,-63.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.496000,30:cc:21:14:be:83,-58.8,-58.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.499000,4A:E9:21:8B:E1:CE,1.2,1.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.502000,4A:E9:21:8B:E1:CE,-36.2,-36.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.505000,56:4b:54:3b:84:8f,-66.8,-66.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.508000,50:8a:06:fc:81:4d,0.1,0.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.511000,30:cc:21:14:be:83,-58.5,-58.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.514000,22:55:7E:84:10:17,1.5,1.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.517000,4A:E9:21:8B:E1:CE,6.1,6.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.520000,52:9F:14:D9:81:25,-52.7,-52.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.523000,50:8a:06:fc:81:4d,-74.7,-74.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.526000,50:8a:06:fc:81:4d,-26.8,-26.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.529000,4A:E9:21:8B:E1:CE,-1.9,-1.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.532000,52:9F:14:D9:81:25,6.0,6.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.535000,56:4b:54:3b:84:8f,-53.5,-53.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.538000,22:55:7E:84:10:17,-57.1,-57.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.541000,30:cc:21:14:be:83,-54.8,-54.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.544000,4A:E9:21:8B:E1:CE,-49.9,-49.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.547000,52:9F:14:D9:81:25,-59.3,-59.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.550000,22:55:7E:84:10:17,0.6,0.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.553000,50:8a:06:fc:81:4d,-97.0,-97.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.556000,52:9F:14:D9:81:25,-72.7,-72.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.559000,4A:E9:21:8B:E1:CE,-44.3,-44.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.562000,56:4b:54:3b:84:8f,-66.3,-66.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.565000,4A:E9:21:8B:E1:CE,-35.8,-35.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.568000,22:55:7E:84:10:17,-45.7,-45.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.571000,56:4b:54:3b:84:8f,-71.5,-71.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.574000,50:8a:06:fc:81:4d,-50.5,-50.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.577000,4A:E9:21:8B:E1:CE,-20.6,-20.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.580000,30:cc:21:14:be:83,-66.0,-66.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.583000,22:55:7E:84:10:17,-61.4,-61.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.586000,50:8a:06:fc:81:4d,-70.1,-70.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.589000,56:4b:54:3b:84:8f,-59.7,-59.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.592000,30:cc:21:14:be:83,-71.0,-71.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.595000,52:9F:14:D9:81:25,-72.5,-72.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.598000,52:9F:14:D9:81:25,-73.4,-73.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.601000,4A:E9:21:8B:E1:CE,-50.9,-50.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.604000,56:4b:54:3b:84:8f,-66.4,-66.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.607000,56:4b:54:3b:84:8f,-25.3,-25.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.610000,52:9F:14:D9:81:25,-71.5,-71.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.613000,50:8a:06:fc:81:4d,-57.3,-57.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.616000,30:cc:21:14:be:83,-61.4,-61.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.619000,52:9F:14:D9:81:25,-55.5,-55.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.622000,52:9F:14:D9:81:25,-59.7,-59.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.625000,50:8a:06:fc:81:4d,-43.6,-43.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.628000,22:55:7E:84:10:17,-21.5,-21.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.631000,50:8a:06:fc:81:4d,-23.3,-23.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.634000,22:55:7E:84:10:17,-68.5,-68.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.637000,30:cc:21:14:be:83,-22.7,-22.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.640000,52:9F:14:D9:81:25,-71.0,-71.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.643000,56:4b:54:3b:84:8f,-55.8,-55.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.646000,52:9F:14:D9:81:25,-72.7,-72.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.649000,52:9F:14:D9:81:25,-54.7,-54.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.652000,22:55:7E:84:10:17,1.9,1.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.655000,30:cc:21:14:be:83,-75.8,-75.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.658000,30:cc:21:14:be:83,-75.1,-75.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.661000,22:55:7E:84:10:17,5.3,5.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.664000,56:4b:54:3b:84:8f,-65.9,-65.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.667000,52:9F:14:D9:81:25,-74.3,-74.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.670000,50:8a:06:fc:81:4d,-69.6,-69.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.673000,4A:E9:21:8B:E1:CE,-71.8,-71.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.676000,30:cc:21:14:be:83,-64.0,-64.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.679000,22:55:7E:84:10:17,-61.1,-61.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.682000,56:4b:54:3b:84:8f,-55.4,-55.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.685000,56:4b:54:3b:84:8f,-55.2,-55.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.688000,56:4b:54:3b:84:8f,-74.0,-74.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.691000,50:8a:06:fc:81:4d,3.1,3.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.694000,30:cc:21:14:be:83,-71.9,-71.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.697000,22:55:7E:84:10:17,1.3,1.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.700000,30:cc:21:14:be:83,-63.9,-63.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.703000,30:cc:21:14:be:83,-60.4,-60.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.706000,4A:E9:21:8B:E1:CE,-47.4,-47.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.709000,56:4b:54:3b:84:8f,-71.5,-71.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.712000,50:8a:06:fc:81:4d,-60.1,-60.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.715000,30:cc:21:14:be:83,-70.9,-70.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.718000,22:55:7E:84:10:17,-24.4,-24.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.721000,52:9F:14:D9:81:25,-23.9,-23.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.724000,50:8a:06:fc:81:4d,-59.0,-59.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.727000,22:55:7E:84:10:17,-43.6,-43.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.730000,50:8a:06:fc:81:4d,-22.6,-22.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.733000,52:9F:14:D9:81:25,-70.7,-70.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.736000,56:4b:54:3b:84:8f,-49.4,-49.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.739000,4A:E9:21:8B:E1:CE,-24.6,-24.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.742000,50:8a:06:fc:81:4d,-44.4,-44.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.745000,4A:E9:21:8B:E1:CE,-19.0,-19.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.748000,56:4b:54:3b:84:8f,-67.4,-67.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.751000,30:cc:21:14:be:83,-65.9,-65.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.754000,4A:E9:21:8B:E1:CE,4.3,4.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.757000,56:4b:54:3b:84:8f,-53.9,-53.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.760000,30:cc:21:14:be:83,-66.8,-66.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.763000,52:9F:14:D9:81:25,-63.8,-63.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.766000,30:cc:21:14:be:83,-68.1,-68.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.769000,52:9F:14:D9:81:25,-72.2,-72.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.772000,30:cc:21:14:be:83,-56.1,-56.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.775000,4A:E9:21:8B:E1:CE,-59.1,-59.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.778000,30:cc:21:14:be:83,-72.3,-72.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.781000,30:cc:21:14:be:83,-69.3,-69.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.784000,4A:E9:21:8B:E1:CE,-18.8,-18.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.787000,56:4b:54:3b:84:8f,-74.7,-74.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.790000,4A:E9:21:8B:E1:CE,-59.5,-59.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.793000,22:55:7E:84:10:17,-70.1,-70.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.796000,52:9F:14:D9:81:25,-68.2,-68.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.799000,22:55:7E:84:10:17,-65.0,-65.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.802000,50:8a:06:fc:81:4d,-70.0,-70.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.805000,52:9F:14:D9:81:25,-62.2,-62.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.808000,4A:E9:21:8B:E1:CE,-77.2,-77.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.811000,50:8a:06:fc:81:4d,-54.7,-54.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.814000,4A:E9:21:8B:E1:CE,-46.8,-46.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.817000,4A:E9:21:8B:E1:CE,-25.0,-25.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.820000,22:55:7E:84:10:17,-51.1,-51.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.823000,30:cc:21:14:be:83,-60.2,-60.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.826000,4A:E9:21:8B:E1:CE,-65.3,-65.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.829000,56:4b:54:3b:84:8f,-55.5,-55.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.832000,4A:E9:21:8B:E1:CE,-44.3,-44.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.835000,4A:E9:21:8B:E1:CE,-47.9,-47.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.838000,52:9F:14:D9:81:25,1.6,1.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.841000,50:8a:06:fc:81:4d,-50.6,-50.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.844000,52:9F:14:D9:81:25,-56.8,-56.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.847000,30:cc:21:14:be:83,-72.2,-72.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.850000,22:55:7E:84:10:17,-44.3,-44.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.853000,56:4b:54:3b:84:8f,-71.5,-71.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.856000,56:4b:54:3b:84:8f,-58.4,-58.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.859000,56:4b:54:3b:84:8f,-59.2,-59.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.862000,30:cc:21:14:be:83,-61.9,-61.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.865000,22:55:7E:84:10:17,-21.2,-21.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.868000,4A:E9:21:8B:E1:CE,-68.5,-68.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.871000,56:4b:54:3b:84:8f,-55.9,-55.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.874000,4A:E9:21:8B:E1:CE,-47.9,-47.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.877000,52:9F:14:D9:81:25,-73.0,-73.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.880000,50:8a:06:fc:81:4d,-26.1,-26.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.883000,52:9F:14:D9:81:25,-74.0,-74.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.886000,50:8a:06:fc:81:4d,-59.7,-59.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.889000,22:55:7E:84:10:17,-78.0,-78.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.892000,22:55:7E:84:10:17,-45.1,-45.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.895000,50:8a:06:fc:81:4d,-24.5,-24.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.898000,50:8a:06:fc:81:4d,1.8,1.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.901000,52:9F:14:D9:81:25,-75.9,-75.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.904000,4A:E9:21:8B:E1:CE,-1.4,-1.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.907000,22:55:7E:84:10:17,-60.3,-60.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.910000,4A:E9:21:8B:E1:CE,-93.4,-93.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.913000,30:cc:21:14:be:83,-55.0,-55.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.916000,50:8a:06:fc:81:4d,-45.3,-45.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.919000,22:55:7E:84:10:17,-47.8,-47.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.922000,22:55:7E:84:10:17,-1.0,-1.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.925000,22:55:7E:84:10:17,-95.4,-95.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.928000,4A:E9:21:8B:E1:CE,-60.2,-60.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.931000,22:55:7E:84:10:17,-68.4,-68.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.934000,50:8a:06:fc:81:4d,-41.3,-41.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.937000,50:8a:06:fc:81:4d,-48.3,-48.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.940000,4A:E9:21:8B:E1:CE,-41.4,-41.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.943000,30:cc:21:14:be:83,-61.3,-61.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.946000,50:8a:06:fc:81:4d,-39.9,-39.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.949000,50:8a:06:fc:81:4d,-33.6,-33.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.952000,56:4b:54:3b:84:8f,-66.9,-66.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.955000,56:4b:54:3b:84:8f,-52.8,-52.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.958000,22:55:7E:84:10:17,-68.2,-68.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.961000,4A:E9:21:8B:E1:CE,-58.4,-58.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.964000,50:8a:06:fc:81:4d,-61.0,-61.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.967000,22:55:7E:84:10:17,-76.3,-76.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.970000,50:8a:06:fc:81:4d,0.5,0.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.973000,56:4b:54:3b:84:8f,-67.9,-67.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.976000,56:4b:54:3b:84:8f,-65.7,-65.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.979000,4A:E9:21:8B:E1:CE,-71.0,-71.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.982000,4A:E9:21:8B:E1:CE,-49.3,-49.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.985000,50:8a:06:fc:81:4d,-66.5,-66.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.988000,30:cc:21:14:be:83,-54.6,-54.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.991000,30:cc:21:14:be:83,-57.5,-57.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.994000,52:9F:14:D9:81:25,-61.0,-61.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:26.997000,56:4b:54:3b:84:8f,-65.8,-65.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.000000,56:4b:54:3b:84:8f,-68.4,-68.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.003000,22:55:7E:84:10:17,-43.9,-43.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.006000,52:9F:14:D9:81:25,-59.3,-59.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.009000,4A:E9:21:8B:E1:CE,-44.5,-44.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.012000,56:4b:54:3b:84:8f,-48.6,-48.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.015000,30:cc:21:14:be:83,-72.7,-72.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.018000,50:8a:06:fc:81:4d,-23.6,-23.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.021000,30:cc:21:14:be:83,-70.8,-70.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.024000,56:4b:54:3b:84:8f,-23.1,-23.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.027000,22:55:7E:84:10:17,-68.1,-68.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.030000,50:8a:06:fc:81:4d,-23.0,-23.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.033000,4A:E9:21:8B:E1:CE,-49.6,-49.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.036000,30:cc:21:14:be:83,-58.7,-58.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.039000,22:55:7E:84:10:17,-70.0,-70.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.042000,30:cc:21:14:be:83,-51.5,-51.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.045000,22:55:7E:84:10:17,-43.2,-43.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.048000,30:cc:21:14:be:83,-60.3,-60.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.051000,30:cc:21:14:be:83,-57.2,-57.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.054000,52:9F:14:D9:81:25,-74.4,-74.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.057000,56:4b:54:3b:84:8f,-54.4,-54.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.060000,56:4b:54:3b:84:8f,-60.4,-60.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.063000,50:8a:06:fc:81:4d,-45.1,-45.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.066000,50:8a:06:fc:81:4d,-0.0,-0.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.069000,4A:E9:21:8B:E1:CE,-71.1,-71.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.072000,50:8a:06:fc:81:4d,-26.6,-26.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.075000,22:55:7E:84:10:17,-69.2,-69.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.078000,52:9F:14:D9:81:25,-71.4,-71.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.081000,52:9F:14:D9:81:25,-54.3,-54.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.084000,50:8a:06:fc:81:4d,-59.2,-59.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.087000,22:55:7E:84:10:17,-69.5,-69.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.090000,30:cc:21:14:be:83,-54.5,-54.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.093000,50:8a:06:fc:81:4d,-44.4,-44.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.096000,52:9F:14:D9:81:25,-69.1,-69.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.099000,50:8a:06:fc:81:4d,-71.8,-71.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.102000,52:9F:14:D9:81:25,-65.7,-65.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.105000,50:8a:06:fc:81:4d,-69.9,-69.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.108000,52:9F:14:D9:81:25,-72.5,-72.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.111000,52:9F:14:D9:81:25,-53.5,-53.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.114000,56:4b:54:3b:84:8f,-59.0,-59.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.117000,22:55:7E:84:10:17,-58.3,-58.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.120000,4A:E9:21:8B:E1:CE,-60.3,-60.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:27.123000,52:9F:14:D9:81:25,-67.4,-67.4 dBm | Origem: Cliente desconhecido
