2025-04-05 15:30:57.465820 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.127006 | 54:4b:54:2b:84:8f | N/A | -63 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.129532 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.130777 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.133126 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.133274 | dc:4f:22:fa:54:46 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.133923 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.135483 | 22:55:7e:84:10:17 | N/A | -64 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.135678 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.136393 | 22:55:7e:84:10:17 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.136568 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.136646 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.136672 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.141513 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.144578 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.155566 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.185578 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.187284 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.193589 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.196942 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.199615 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.208192 | 52:9f:14:d9:81:25 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.215960 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.219532 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.226911 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.227982 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.232407 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.246278 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.265981 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.272093 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.273262 | 52:9f:14:d9:81:25 | N/A | -78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.273794 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.277873 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.278794 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.282730 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.287943 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.288135 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.294585 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.299347 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.300906 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.301861 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.308882 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.309207 | 52:9f:14:d9:81:25 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.309376 | 52:9f:14:d9:81:25 | N/A | -78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.329593 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.330618 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.350540 | 22:55:7e:84:10:17 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.350721 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.359175 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.359785 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.372849 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.390353 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.401883 | 56:4b:54:3b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.403307 | 22:55:7e:84:10:17 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.403435 | 22:55:7e:84:10:17 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.404304 | 22:55:7e:84:10:17 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.404466 | 22:55:7e:84:10:17 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.411050 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.423894 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.424259 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.431754 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.432796 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.446114 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.446259 | 22:55:7e:84:10:17 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.446448 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.449885 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.492792 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.504191 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.513809 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.534116 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.535180 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.550073 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.570285 | 50:8a:06:fc:81:4d | N/A | -54 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.595165 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.606592 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.632578 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.632649 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.636447 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.637721 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.647227 | 52:9f:14:d9:81:25 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.648670 | 52:9f:14:d9:81:25 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.648838 | 52:9f:14:d9:81:25 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.652434 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.697581 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.699385 | 52:9f:14:d9:81:25 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.708986 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.718044 | dc:4f:22:fa:54:46 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.737352 | a0:de:0f:60:67:88 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.740223 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.741304 | dc:4f:22:fa:54:46 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.761071 | 00:e0:20:5c:07:c5 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.764006 | 52:9f:14:d9:81:25 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.790017 | 52:9f:14:d9:81:25 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.799989 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.811381 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.820490 | a0:de:0f:60:67:8d | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.822008 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.841455 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.842503 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.850322 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.902380 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.913783 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.922913 | dc:4f:22:fa:54:46 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.943733 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:15.944787 | dc:4f:22:fa:54:46 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.004788 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.016167 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.025200 | dc:4f:22:fa:54:46 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.046107 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.047156 | dc:4f:22:fa:54:46 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.049293 | dc:4f:22:fa:54:46 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.107196 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.118603 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.129717 | dc:4f:22:fa:54:46 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.144314 | 30:cc:21:14:be:83 | N/A | -20 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.148579 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.149869 | dc:4f:22:fa:54:46 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.165624 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.166683 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.166859 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.182569 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.209566 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.210809 | 52:9f:14:d9:81:25 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.221011 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.225525 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.231315 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.250951 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.252023 | dc:4f:22:fa:54:46 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.281764 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.284808 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.286711 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.288415 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.292101 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.296082 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.300541 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.302223 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.311974 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.312316 | 22:55:7e:84:10:17 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.313941 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.315450 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.315631 | 22:55:7e:84:10:17 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.319342 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.320068 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.320550 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.320899 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.320977 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.321343 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.323554 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.323754 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.324084 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.325099 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.332563 | dc:4f:22:fa:54:46 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.334335 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.335231 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.335424 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.335744 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.337636 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.346815 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.348696 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.353253 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.354331 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.375025 | 22:55:7e:84:10:17 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.383983 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.385821 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.388771 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.400636 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.400880 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.401088 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.401461 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.402332 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.405012 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.406347 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.414385 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.418780 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.422398 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.425753 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.426591 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.428086 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.429404 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.429497 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.429888 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.429925 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.431230 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.434742 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.439103 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.444890 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.445361 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.445729 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.446386 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.449000 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.451533 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.455660 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.456165 | 6e:b5:d7:6d:c9:fa | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.457423 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.458568 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.462572 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.475549 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.478554 | 6e:b5:d7:6d:c9:fa | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.490950 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.491326 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.503787 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.516786 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.517372 | 52:9f:14:d9:81:25 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.518776 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.524338 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.528163 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.529639 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.537139 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.550669 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.558218 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.559319 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.560931 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.582547 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.587424 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.587649 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.588868 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.588909 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.588976 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.589443 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.589480 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.589530 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.590025 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.593626 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.595323 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.597407 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.603861 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.619217 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.621265 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.621958 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.622860 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.626945 | 54:4b:54:24:74:37 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.630559 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.631661 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.639695 | dc:4f:22:fa:54:46 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.641575 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.648892 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.650802 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.653567 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.655076 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.660492 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.661571 | dc:4f:22:fa:54:46 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.670342 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.675688 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
